school1,major_data,job,class1,class2,class3,class4,count_class,re_registration,nationality,inflow_route,whyBDA,what_to_gain,hope_for_group,previous_class_3,previous_class_4,previous_class_5,previous_class_6,previous_class_7,previous_class_8,previous_class_count,major_field,desired_career_path,completed_semester,project_type,time_input,desired_job,certificate_acquisition,desired_certificate,desired_job_except_data,incumbents_level,incumbents_lecture,incumbents_company_level,incumbents_lecture_type,incumbents_lecture_scale,incumbents_lecture_scale_reason,interested_company,expected_domain,contest_participation,onedayclass_topic,completed,major_type
22,True,대학생,4,5.0,8.0,,3,False,내국인,에브리타임,혼자_공부하기_어려워서,프로젝트_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),대학원_진학,6.0,팀,1.0,C._데이터_사이언티스트 E._소프트웨어_개발자,기타,SQLD,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무 D._소프트웨어_개발자,시니어_(10년차_~),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),오프라인,3~50명_내외의_강의_리스너와_1명의_현직자,적당한_인원이라고_생각하여서,네이버,J._정보통신업,False,머신러닝_/_딥러닝_응용,1.0,False
31,False,대학생,13,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,4,,6,2,자연과학,취업,6.0,개인,1.0,B._데이터_분석가,ADsP SQLD,빅데이터_분석_기사 태블로_관련_자격증,A._금융_/_보험_직무,시니어_(10년차_~),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온라인,3~50명_내외의_강의_리스너와_1명의_현직자,더_집중해서_하나의_주제에_대해_들을_수_있어서,신한은행,K._금융_및_보험업,False,데이터_시각화_(Matplotlib__Seaborn_등) 웹_크롤링,0.0,True
10,False,대학생,4,6.0,,,2,False,내국인,인스타그램,혼자_공부하기_어려워서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,자연과학,취업,8.0,개인,3.0,B._데이터_분석가 C._데이터_사이언티스트,ADsP,SQLD 빅데이터_분석_기사 정보처리기사,E._UI/UX_디자이너,주니어_(0~3년차),커리어_패스_과정과_직무_강의_둘다_궁금합니다_,스타트업_C-level,온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,적당히_인원이_있어야_동기부여가_될_것_같습니다,토스무신사지그재그,"G._도매_및_소매업,_K._금융_및_보험업,_P._교육_서비스업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용 SQL_응용,0.0,False
20,True,대학생,4,8.0,,,2,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,8.0,개인,2.0,B._데이터_분석가 C._데이터_사이언티스트 D._인공지능_전문가,없음,SQLD 빅데이터_분석_기사,D._소프트웨어_개발자 F._PM_/_서비스_기획자,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,다양한_케이스에_대해서_들어보고_싶다.,네이버,"M._전문,_과학_및_기술_서비스업",False,머신러닝_/_딥러닝_응용,0.0,False
30,True,대학생,4,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,1,2,,2,자연과학,대학원_진학,6.0,개인,2.0,B._데이터_분석가 C._데이터_사이언티스트,없음,ADsP SQLD,A._금융_/_보험_직무 H._마케터_/_영업관리,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,예시와_같음,.,K._금융_및_보험업,False,Python_응용,0.0,False
34,True,대학생,7,,,,1,False,내국인,"대외활동_사이트(링커리어,_캠퍼스픽,_캠퍼즈,_위비티_등)",큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,공모전_경험,네._온라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함),취업,8.0,팀,2.0,A._데이터_엔지니어 B._데이터_분석가,정보처리기사,빅데이터_분석_기사,D._소프트웨어_개발자 E._UI/UX_디자이너 F._PM_/_서비스_기획자,시니어_(10년차_~),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,가장적당한_인원,넥슨펄어비스,J._정보통신업,False,머신러닝_/_딥러닝_응용,0.0,False
15,True,대학생,6,,,,1,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,6,,,1,경제통상학 예체능,창업,6.0,팀,1.0,A._데이터_엔지니어 C._데이터_사이언티스트,없음,딱히_없음,B._기획_/_전략_/_경영_직무 H._마케터_/_영업관리,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),스타트업_C-level,온_오프라인_동시,10명_내외의_강의_리스너와_1명의_현직자,인원이_적어야_궁금함이_해결되기_쉬울_것_같아서,딱히_없는_것_같다.,"N._사업시설_관리,_사업_지원_및_임대_서비스업,_R._예술,_스포츠_및_여가관련_서비스업,_U._국제_및_외국기관",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용,1.0,True
24,False,대학생,1,,,,1,False,내국인,에브리타임,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,프로젝트_경험,네._온라인으로_참여하고_싶어요,,,,,,,0,사회과학,취업,8.0,팀,2.0,B._데이터_분석가,SQLD,빅데이터_분석_기사,B._기획_/_전략_/_경영_직무,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_대기업_IT_계열_(금융__제조_...),오프라인,3~50명_내외의_강의_리스너와_1명의_현직자,너무_적지도_많지도_않아보임,Sk_하이닉스,K._금융_및_보험업,False,데이터_시각화_(Matplotlib__Seaborn_등),0.0,True
26,True,대학생,4,,,,1,False,내국인,에브리타임,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,,0,경영학,취업,2.0,팀,1.0,B._데이터_분석가 C._데이터_사이언티스트 I._마케터,없음,SQLD 빅데이터_분석_기사,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무,시니어_(10년차_~),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_어느정도는_되어야_양질의_참여와_질문이_나온다고_생각함,디즈니/대상,"K._금융_및_보험업,_M._전문,_과학_및_기술_서비스업",False,데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용 SQL_응용,0.0,False
11,False,대학생,4,,,,1,False,내국인,에브리타임,BDA_학회원만의_혜택을_누리고_싶어서(현직자_강연_잡_페스티벌_기업연계_공모전_등),프로젝트_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,사회과학,취업,10.0,개인,2.0,B._데이터_분석가,ADsP,SQLD 빅데이터_분석_기사 구글_애널리스트,A._금융_/_보험_직무 G._자연과학계열_연구자,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),해외_기업_(빅테크),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,다양한_현직자_분의_이야기를_들어보고_싶어서,토스뱅크,"K._금융_및_보험업,_M._전문,_과학_및_기술_서비스업",False,데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용 웹_크롤링,0.0,True
16,False,대학생,12,13.0,,,2,True,내국인,기존_학회원_또는_운영진,이전_기수에_매우_만족해서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,1,6,2,경영학,취업,8.0,팀,2.0,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트 H._자연과학계열_연구자 I._마케터,ADsP,SQLD 빅데이터_분석_기사,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무 G._자연과학계열_연구자 H._마케터_/_영업관리,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,ㅓㄱ당,-,"E._수도,_하수_및_폐기물_처리,_원료_재생업,_K._금융_및_보험업,_M._전문,_과학_및_기술_서비스업,_Q._보건업_및_사회복지_서비스업",False,SQL_응용 웹_크롤링,0.0,True
20,False,대학생,4,5.0,,,2,False,내국인,인스타그램,혼자_공부하기_어려워서,공모전_경험,네._오프라인으로_참여하고_싶어요,,,,,,,0,IT_(컴퓨터_공학_포함) 사회과학,취업,6.0,팀,4.0,A._데이터_엔지니어 B._데이터_분석가 C._데이터_사이언티스트,없음,ADsP 빅데이터_분석_기사 정보처리기사,A._금융_/_보험_직무 D._소프트웨어_개발자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,학회_인원이_너무_많아서,토스,"J._정보통신업,_K._금융_및_보험업",False,Python_응용 데이터_시각화_(Matplotlib__Seaborn_등) 머신러닝_/_딥러닝_응용,1.0,True
22,True,대학생,6,8.0,,,2,False,내국인,인스타그램,혼자_공부하기_어려워서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,공학_(컴퓨터_공학_제외),취업,5.0,팀,5.0,B._데이터_분석가 C._데이터_사이언티스트,없음,ADsP SQLD,B._기획_/_전략_/_경영_직무 D._소프트웨어_개발자 G._자연과학계열_연구자 H._마케터_/_영업관리,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_빅테크_IT_계열_(네카라쿠배당토),온라인,100명_이상의_리스너와_10명_이상의_현직자,"온라인일_경우,_인원이_많은_것이_장점이_될_것_같습니다.",딱히_없음,"C._제조업,_H._운수_및_창고업,_M._전문,_과학_및_기술_서비스업,_N._사업시설_관리,_사업_지원_및_임대_서비스업,_O._공공_행정,_국방_및_사회보장_행정,_P._교육_서비스업,_Q._보건업_및_사회복지_서비스업,_R._예술,_스포츠_및_여가관련_서비스업,_S._협회_및_단체,_수리_및_기타_개인_서비스업",False,Python_응용,1.0,False
38,True,대학생,2,,,,1,False,내국인,인스타그램,BDA_학회원만의_혜택을_누리고_싶어서(현직자_강연_잡_페스티벌_기업연계_공모전_등),데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,사회과학,취업,6.0,개인,2.0,B._데이터_분석가,없음,ADsP SQLD 빅데이터_분석_기사 구글_애널리스트,B._기획_/_전략_/_경영_직무 F._PM_/_서비스_기획자,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_너무_많아지면_집중도가_떨어질_수_있으니_적당히_활발하게_소통이_가능한_정도의_인원이_저정도라고_생각합니다.,네카라쿠배,"J._정보통신업,_K._금융_및_보험업",False,데이터_시각화_(Matplotlib__Seaborn_등) SQL_응용,1.0,True
24,False,대학생,2,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,사회과학,대학원_진학,4.0,팀,2.0,B._데이터_분석가 C._데이터_사이언티스트 D._인공지능_전문가,없음,빅데이터_분석_기사,B._기획_/_전략_/_경영_직무,시니어_(10년차_~),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),해외_기업_(빅테크),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_너무_적으면_부담스럽고_인원이_너무_많으면_강의에_집중이_잘_안_됨,딱히_없음,"M._전문,_과학_및_기술_서비스업",False,머신러닝_/_딥러닝_응용,1.0,False
11,True,대학생,6,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,자연과학,대학원_진학,6.0,개인,1.5,B._데이터_분석가 C._데이터_사이언티스트,없음,ADsP SQLD,A._금융_/_보험_직무,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_너무_많거나_적으면_인원_수에_신경을_쓰는_경향이_있기_때문,네이버,"K._금융_및_보험업,_M._전문,_과학_및_기술_서비스업",False,웹_크롤링,0.0,False
7,False,대학생,2,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,네._온라인으로_참여하고_싶어요,,,,,,,0,경영학,취업,6.0,팀,1.0,금융공기업,없음,SQLD,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무 H._마케터_/_영업관리,주니어_(0~3년차),직무_강의_(예시:_실무_진행_방식_및_직무_준비생을_위한_팁),국내_대기업_IT_계열_(금융__제조_...),온_오프라인_동시,100명_이상의_리스너와_10명_이상의_현직자,여러_현직자들의_이야기를_들어보는_것이_좋을_것_같습니다.,삼성,K._금융_및_보험업,False,Python_응용 SQL_응용,1.0,False
0,False,취준생,1,,,,1,False,내국인,지인_추천,혼자_공부하기_어려워서,데이터_분석_역량,아니요._개인적으로_학회_활동을_하고_싶어요,,,,,,,0,,취업,,개인,2.0,E._소프트웨어_개발자 ,없음,ADsP SQLD 구글_애널리스트,D._소프트웨어_개발자,시니어_(10년차_~),산업_트렌드_(예시:_ChatGPT로_인한_직무_변화),해외_기업_(빅테크),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,적당하게_강의에_집중할_수_있을_거_같습니다,생각해보지_않음,Q._보건업_및_사회복지_서비스업,False,Python_응용 머신러닝_/_딥러닝_응용 SQL_응용,0.0,
20,True,대학생,4,,,,1,False,내국인,에브리타임,큰_규모인_만큼_커리큘럼이나_운영_등_관리가_잘_될것_같아서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,사회과학,취업,6.0,팀,2.0,B._데이터_분석가,없음,ADsP SQLD 빅데이터_분석_기사,A._금융_/_보험_직무,주니어_(0~3년차),커리어_패스_과정_(예시:_비전공자/전공자의_취업_준비_및_이직_과정),국내_대기업_IT_계열_(금융__제조_...),오프라인,100명_이상의_리스너와_10명_이상의_현직자,다양한_관점의_질문과_대답을_들을_수_있기_때문,삼성화재,K._금융_및_보험업,False,Python_응용 머신러닝_/_딥러닝_응용,0.0,True
13,False,대학생,4,,,,1,False,내국인,에브리타임,혼자_공부하기_어려워서,데이터_분석_역량,네._오프라인으로_참여하고_싶어요,,,,,,,0,사회과학,취업,6.0,팀,3.0,B._데이터_분석가,ADsP,빅데이터_분석_기사,A._금융_/_보험_직무 B._기획_/_전략_/_경영_직무,시니어_(10년차_~),산업_트렌드_(예시:_ChatGPT로_인한_직무_변화),국내_빅테크_IT_계열_(네카라쿠배당토),온_오프라인_동시,3~50명_내외의_강의_리스너와_1명의_현직자,인원이_많고_다양하면_질문_시간에_다양한_질문을_들으면서_인사이트_확보_가능,은행,K._금융_및_보험업,False,Python_응용,1.0,True
